date,daily_close,percent_change
2024-09-05,2478.083022734731,-3.2718807010321815
2024-09-06,2327.354475651995,-6.082465587306951
2024-09-07,2379.737818074553,2.250767683675825
2024-09-08,2405.8043920202535,1.095354864208975
2024-09-09,2471.724618010858,2.740049282861623
2024-09-10,2497.895573368684,1.058813557429672
2024-09-11,2453.3813273423357,-1.7820699352261493
2024-09-12,2472.0698854767506,0.7617469785938136
2024-09-13,2582.8566224995025,4.481537422287962
2024-09-14,2532.6601173448694,-1.943449153056609
2024-09-15,2433.1753636035323,-3.9280736116156234
2024-09-16,2407.946954402309,-1.0368512511921835
2024-09-17,2451.633549492417,1.8142673371702944
2024-09-18,2471.397912509235,0.8061711759863144
2024-09-19,2586.1722639265167,4.644106513011903
2024-09-20,2676.386825073734,3.4883430777440605
2024-09-21,2741.0425294458323,2.415783240537994
2024-09-22,2705.1007125237306,-1.3112462333580877
2024-09-23,2776.0814864602858,2.623960490932453
2024-09-24,2781.087274117186,0.18031846980410826
2024-09-25,2701.140258889216,-2.8746676155047335
2024-09-26,2754.619991986956,1.9798947100855946
2024-09-27,2834.812501086904,2.911200431755523
2024-09-28,2809.694218945099,-0.886065026599625
2024-09-29,2784.8849032168528,-0.8829898841291262
2024-09-30,2719.792158609916,-2.3373585217740023
2024-10-01,2567.012716912677,-5.617320471109977
2024-10-02,2479.257642765106,-3.4185679552500736
2024-10-03,2464.1486361549983,-0.6094165587912315
2024-10-04,2535.27762215025,2.886554201788716
2024-10-05,2535.786482233073,0.02007117794031732
2024-10-06,2557.9034265228333,0.8721926883324738
2024-10-07,2542.293544798461,-0.6102607925895009
2024-10-08,2562.775678315056,0.8056557260471164
2024-10-09,2482.230064086793,-3.142905362720605
2024-10-10,2498.796851974842,0.6674154876995297
2024-10-11,2556.306255436348,2.3014837487111084
2024-10-12,2601.2830811806257,1.759445905537671
2024-10-13,2591.437882549369,-0.3784747112870246
2024-10-14,2760.7816328654308,6.534740865540911
2024-10-15,2730.801568528969,-1.085926680312832
2024-10-16,2741.3481937400993,0.3862098708553141
2024-10-17,2733.6263378265553,-0.28168096016321087
2024-10-18,2776.319781594337,1.561787841191431
2024-10-19,2784.2381582880844,0.2852112622703684
2024-10-20,2882.003723231844,3.511393759644177
2024-10-21,2802.3117713188053,-2.765157840381738
2024-10-22,2754.0158015468073,-1.7234331406768888
2024-10-23,2651.2791473828734,-3.730430816926733
2024-10-24,2659.2678196121233,0.3013138860589404
2024-10-25,2545.294826405205,-4.285878705648461
2024-10-26,2606.7019451170895,2.412573902042281
2024-10-27,2635.5423760185026,1.106395418756545
2024-10-28,2696.6803408942606,2.3197488847862324
2024-10-29,2775.362711013116,2.917749238783096
2024-10-30,2795.5047859147858,0.7257456771953663
2024-10-31,2651.1536185463237,-5.163688794087518
2024-11-01,2644.066325835937,-0.26732863236620386
2024-11-02,2618.8806985137826,-0.9525338708813114
2024-11-03,2582.9776766547106,-1.3709300266883884
2024-11-04,2521.1548829684684,-2.393469918265445
2024-11-05,2554.8074758949438,1.33480862892692
2024-11-06,2859.760627128472,11.93644351329073
2024-11-07,3042.474094936542,6.389117539237366
2024-11-08,3111.3360931676434,2.2633552852826533
2024-11-09,3291.262806769958,5.782940454341334
2024-11-10,3358.086111997421,2.030324199271205
2024-11-11,3543.788152164581,5.5299963721508805
2024-11-12,3430.472920180483,-3.1975735320093457
2024-11-13,3358.9206382203565,-2.085784777346733
2024-11-14,3220.764343796048,-4.113115768567477
2024-11-15,3257.0207432031316,1.1257079232425804
2024-11-16,3298.0979781215738,1.2611904607658264
2024-11-17,3232.1046825348526,-2.000950124116918
2024-11-18,3366.931493242246,4.171486506484445
2024-11-19,3276.658336226918,-2.68116999696949
2024-11-20,3236.3546512798557,-1.2300240309299992
2024-11-21,3539.5183966835975,9.367445106297367
2024-11-22,3497.325823917824,-1.1920427594134364
2024-11-23,3577.8593149061135,2.302716276462724
2024-11-24,3551.184701398409,-0.7455467406606076
2024-11-25,3597.962330533158,1.3172401062757633
2024-11-26,3507.704169794582,-2.5085910425638347
2024-11-27,3863.8793201834146,10.154081791044845
2024-11-28,3769.7099296883066,-2.437172144668276
2024-11-29,3792.2219637561893,0.5971821303965452
2024-11-30,3909.7483723780197,3.0991437142940947
2024-12-01,3916.2577056381765,0.16648982594749118
2024-12-02,3826.904947112967,-2.281585259227703
2024-12-03,3819.7496669857064,-0.1869730298020178
2024-12-04,4042.5292181267505,5.832307626505973
2024-12-05,4002.2361244254707,-0.9967298076809183
2024-12-06,4231.656824598799,5.732312963075414
2024-12-07,4220.363580953827,-0.26687522436421585
2024-12-08,4234.228136134362,0.32851565782399117
2024-12-09,3912.324170346305,-7.602423757968301
2024-12-10,3830.1542862023744,-2.1002831198585814
2024-12-11,4037.2230995156265,5.406278646768614
2024-12-12,4094.502768685492,1.4187888000724458
2024-12-13,4121.185700204324,0.651676968517445
2024-12-14,4075.1608187630386,-1.1167873711442788
2024-12-15,4176.2483580668795,2.4805779158066477
2024-12-16,4227.759020320722,1.233419515253309
2024-12-17,4093.7990214768633,-3.168581704869644
2024-12-18,3816.26221249739,-6.7794439229542425
2024-12-19,3621.7697680282477,-5.096411976939741
