date,daily_close,percent_change
2024-08-24,27.14,2.145276627775683
2024-08-25,27.0,-0.5158437730287457
2024-08-26,25.95,-3.888888888888886
2024-08-27,24.08,-7.206165703275536
2024-08-28,23.49,-2.4501661129568086
2024-08-29,22.87,-2.6394210302256194
2024-08-30,23.3,1.8801923917796337
2024-08-31,22.79,-2.1888412017167402
2024-09-01,21.46,-5.835892935498022
2024-09-02,22.35,4.147250698974836
2024-09-03,21.36,-4.429530201342291
2024-09-04,21.88,2.434456928838946
2024-09-05,21.37,-2.33089579524679
2024-09-06,21.13,-1.1230697239120402
2024-09-07,21.79,3.1235210601041175
2024-09-08,23.18,6.379072969251953
2024-09-09,23.88,3.019844693701468
2024-09-10,24.34,1.9262981574539317
2024-09-11,23.32,-4.1906327033689355
2024-09-12,23.99,2.8730703259005175
2024-09-13,24.95,4.001667361400596
2024-09-14,25.32,1.4829659318637223
2024-09-15,23.85,-5.805687203791465
2024-09-16,23.5,-1.4675052410901501
2024-09-17,23.77,1.1489361702127665
2024-09-18,24.54,3.2393773664282755
2024-09-19,26.64,8.557457212713949
2024-09-20,27.54,3.378378378378377
2024-09-21,27.87,1.1982570806100323
2024-09-22,27.32,-1.9734481521349156
2024-09-23,27.4,0.2928257686676261
2024-09-24,28.44,3.795620437956204
2024-09-25,27.29,-4.043600562587912
2024-09-26,29.12,6.705753023085381
2024-09-27,30.46,4.6016483516483575
2024-09-28,29.36,-3.6112934996717083
2024-09-29,29.09,-0.9196185286103553
2024-09-30,27.68,-4.847026469577176
2024-10-01,25.89,-6.46676300578034
2024-10-02,25.39,-1.931247585940521
2024-10-03,24.64,-2.95391886569516
2024-10-04,26.25,6.534090909090917
2024-10-05,25.69,-2.1333333333333315
2024-10-06,26.91,4.748929544569869
2024-10-07,26.58,-1.2263099219620988
2024-10-08,26.36,-0.8276899924755443
2024-10-09,25.78,-2.200303490136568
2024-10-10,25.85,0.27152831652443865
2024-10-11,27.41,6.034816247582198
2024-10-12,28.63,4.450930317402402
2024-10-13,29.17,1.8861334264757446
2024-10-14,29.08,-0.3085361672951814
2024-10-15,28.16,-3.1636863823933936
2024-10-16,28.04,-0.42613636363636465
2024-10-17,27.26,-2.781740370898711
2024-10-18,28.11,3.1181217901687264
2024-10-19,28.11,0.0
2024-10-20,28.9,2.8103877623621543
2024-10-21,27.77,-3.910034602076118
2024-10-22,27.6,-0.6121714079942331
2024-10-23,26.77,-3.007246376811601
2024-10-24,26.85,0.2988419872992143
2024-10-25,24.73,-7.895716945996279
2024-10-26,25.38,2.6283865750101
2024-10-27,25.71,1.3002364066193817
2024-10-28,26.26,2.139245429793868
2024-10-29,26.85,2.246763137852237
2024-10-30,26.19,-2.4581005586592153
2024-10-31,25.03,-4.429171439480717
2024-11-01,24.79,-0.9588493807431209
2024-11-02,24.09,-2.8237192416296852
2024-11-03,23.55,-2.241594022415938
2024-11-04,22.71,-3.566878980891719
2024-11-05,23.96,5.504183179216193
2024-11-06,27.02,12.771285475792983
2024-11-07,27.38,1.3323464100666094
2024-11-08,28.68,4.747991234477733
2024-11-09,30.11,4.986052998605306
2024-11-10,31.98,6.210561275323823
2024-11-11,35.55,11.163227016885546
2024-11-12,34.29,-3.544303797468351
2024-11-13,33.14,-3.3537474482356333
2024-11-14,31.2,-5.8539529269764685
2024-11-15,33.07,5.9935897435897445
2024-11-16,35.18,6.380405201088601
2024-11-17,34.71,-1.3359863558840224
2024-11-18,35.34,1.8150388936905903
2024-11-19,34.33,-2.857951329937758
2024-11-20,33.69,-1.8642586658898952
2024-11-21,35.84,6.381715642623931
2024-11-22,43.05,20.11718749999998
2024-11-23,41.44,-3.7398373983739797
2024-11-24,42.09,1.5685328185328418
2024-11-25,41.42,-1.5918270373010301
2024-11-26,42.65,2.9695799130854628
2024-11-27,43.95,3.0480656506447934
2024-11-28,42.91,-2.3663253697383535
2024-11-29,45.0,4.870659519925424
2024-11-30,44.97,-0.06666666666667043
2024-12-01,45.25,0.622637313764729
2024-12-02,52.09,15.116022099447513
2024-12-03,51.22,-1.6701862161643377
2024-12-04,52.75,2.9871144084341994
2024-12-05,50.62,-4.037914691943135
2024-12-06,52.66,4.030027657052537
2024-12-07,51.76,-1.7090770983668846
2024-12-08,54.18,4.675425038639869
2024-12-09,45.19,-16.592838685861942
2024-12-10,44.6,-1.3055985837574613
2024-12-11,48.25,8.18385650224216
2024-12-12,52.94,9.720207253886004
2024-12-13,52.43,-0.9633547412164711
2024-12-14,49.89,-4.844554644287625
2024-12-15,51.0,2.2248947684906817
2024-12-16,49.14,-3.6470588235294144
2024-12-17,47.81,-2.7065527065527006
2024-12-18,42.83,-10.41623091403473
2024-12-19,39.08,-8.755545178613122
2024-12-20,39.78,1.7911975435005223
2024-12-21,37.38,-6.03318250377074
2024-12-22,36.52,-2.300695559122523
2024-12-23,39.01,6.818181818181812
2024-12-24,41.25,5.742117405793401
2024-12-25,40.27,-2.3757575757575644
2024-12-26,37.27,-7.449714427613607
2024-12-27,36.47,-2.146498524282281
2024-12-28,37.66,3.262955854126681
2024-12-29,35.86,-4.77960701009027
2024-12-30,35.91,0.13943112102621225
2024-12-31,35.67,-0.6683375104427625
2025-01-01,37.63,5.494813568825352
2025-01-02,39.23,4.251926654265192
2025-01-03,41.82,6.602090237063485
2025-01-04,42.68,2.0564323290291675
2025-01-05,43.06,0.8903467666354414
2025-01-06,44.0,2.1830004644681766
2025-01-07,39.36,-10.545454545454547
2025-01-08,37.41,-4.95426829268294
2025-01-09,36.21,-3.2076984763432126
2025-01-10,36.72,1.4084507042253502
2025-01-11,37.13,1.1165577342048039
2025-01-12,36.52,-1.642876380285485
2025-01-13,35.3,-3.340635268346126
2025-01-14,36.51,3.427762039660065
2025-01-15,39.85,9.148178581210642
2025-01-16,40.0,0.37641154328731385
2025-01-17,41.44,3.600000000000003
2025-01-18,39.29,-5.188223938223935
2025-01-19,35.75,-9.0099261898702
2025-01-20,35.78,0.08391608391609129
2025-01-21,36.95,3.2699832308552335
2025-01-22,36.72,-0.6224627875507593
2025-01-23,35.59,-3.077342047930276
2025-01-24,35.3,-0.8148356279854108
2025-01-25,36.68,3.9093484419263635
2025-01-26,35.83,-2.3173391494002216
2025-01-27,34.17,-4.632989115266528
2025-01-28,32.19,-5.7945566286216055
2025-01-29,32.85,2.0503261882572454
2025-01-30,34.31,4.444444444444451
2025-01-31,34.4,0.2623141941124896
2025-02-01,32.22,-6.337209302325586
2025-02-02,27.44,-14.8355058969584
2025-02-03,28.38,3.4256559766763672
2025-02-04,26.5,-6.624383368569409
2025-02-05,25.91,-2.2264150943396177
2025-02-06,24.48,-5.5191045928213
2025-02-07,24.4,-0.326797385620925
2025-02-08,24.59,0.7786885245901765
2025-02-09,24.89,1.2200081333875623
2025-02-10,25.59,2.812374447569299
2025-02-11,25.37,-0.8597108245408269
2025-02-12,26.5,4.454079621600315
2025-02-13,25.43,-4.037735849056601
2025-02-14,26.38,3.735745182854888
2025-02-15,25.49,-3.373768006065203
